"ID","d","e","f"
"5016","d4983","e4983","f4983"
"5015","d4984","e4984","f4984"
"5014","d4985","e4985","f4985"
"5013","d4986","e4986","f4986"
"5012","d4987","e4987","f4987"
"5011","d4988","e4988","f4988"
"5010","d4989","e4989","f4989"
"5009","d4990","e4990","f4990"
"5008","d4991","e4991","f4991"
"5007","d4992","e4992","f4992"
"5006","d4993","e4993","f4993"
"5005","d4994","e4994","f4994"
"5004","d4995","e4995","f4995"
"5003","d4996","e4996","f4996"
"5002","d4997","e4997","f4997"
"5001","d4998","e4998","f4998"
"5000","d4999","e4999","f4999"
"4999","d5000","e5000","f5000"
"4998","d5001","e5001","f5001"
"4997","d5002","e5002","f5002"
"4996","d5003","e5003","f5003"
"4995","d5004","e5004","f5004"
"4994","d5005","e5005","f5005"
"4993","d5006","e5006","f5006"
"4992","d5007","e5007","f5007"
"4991","d5008","e5008","f5008"
"4990","d5009","e5009","f5009"
"4989","d5010","e5010","f5010"
"4988","d5011","e5011","f5011"
"4987","d5012","e5012","f5012"
"4986","d5013","e5013","f5013"
"4985","d5014","e5014","f5014"
"4984","d5015","e5015","f5015"
"4983","d5016","e5016","f5016"
"4982","d5017","e5017","f5017"
"4981","d5018","e5018","f5018"
"4980","d5019","e5019","f5019"
"4979","d5020","e5020","f5020"
"4978","d5021","e5021","f5021"
"4977","d5022","e5022","f5022"
"4976","d5023","e5023","f5023"
"4975","d5024","e5024","f5024"
"4974","d5025","e5025","f5025"
"4973","d5026","e5026","f5026"
"4972","d5027","e5027","f5027"
"4971","d5028","e5028","f5028"
"4970","d5029","e5029","f5029"
"4969","d5030","e5030","f5030"
"4968","d5031","e5031","f5031"
"4967","d5032","e5032","f5032"
"4966","d5033","e5033","f5033"
"4965","d5034","e5034","f5034"
"4964","d5035","e5035","f5035"
"4963","d5036","e5036","f5036"
"4962","d5037","e5037","f5037"
"4961","d5038","e5038","f5038"
"4960","d5039","e5039","f5039"
"4959","d5040","e5040","f5040"
"4958","d5041","e5041","f5041"
"4957","d5042","e5042","f5042"
"4956","d5043","e5043","f5043"
"4955","d5044","e5044","f5044"
"4954","d5045","e5045","f5045"
"4953","d5046","e5046","f5046"
"4952","d5047","e5047","f5047"
"4951","d5048","e5048","f5048"
"4950","d5049","e5049","f5049"
"4949","d5050","e5050","f5050"
"4948","d5051","e5051","f5051"
"4947","d5052","e5052","f5052"
"4946","d5053","e5053","f5053"
"4945","d5054","e5054","f5054"
"4944","d5055","e5055","f5055"
"4943","d5056","e5056","f5056"
"4942","d5057","e5057","f5057"
"4941","d5058","e5058","f5058"
"4940","d5059","e5059","f5059"
"4939","d5060","e5060","f5060"
"4938","d5061","e5061","f5061"
"4937","d5062","e5062","f5062"
"4936","d5063","e5063","f5063"
"4935","d5064","e5064","f5064"
"4934","d5065","e5065","f5065"
"4933","d5066","e5066","f5066"
"4932","d5067","e5067","f5067"
"4931","d5068","e5068","f5068"
"4930","d5069","e5069","f5069"
"4929","d5070","e5070","f5070"
"4928","d5071","e5071","f5071"
"4927","d5072","e5072","f5072"
"4926","d5073","e5073","f5073"
"4925","d5074","e5074","f5074"
"4924","d5075","e5075","f5075"
"4923","d5076","e5076","f5076"
"4922","d5077","e5077","f5077"
"4921","d5078","e5078","f5078"
"4920","d5079","e5079","f5079"
"4919","d5080","e5080","f5080"
"4918","d5081","e5081","f5081"
"4917","d5082","e5082","f5082"
"4916","d5083","e5083","f5083"
"4915","d5084","e5084","f5084"
"4914","d5085","e5085","f5085"
"4913","d5086","e5086","f5086"
"4912","d5087","e5087","f5087"
"4911","d5088","e5088","f5088"
"4910","d5089","e5089","f5089"
"4909","d5090","e5090","f5090"
"4908","d5091","e5091","f5091"
"4907","d5092","e5092","f5092"
"4906","d5093","e5093","f5093"
"4905","d5094","e5094","f5094"
"4904","d5095","e5095","f5095"
"4903","d5096","e5096","f5096"
"4902","d5097","e5097","f5097"
"4901","d5098","e5098","f5098"
"4900","d5099","e5099","f5099"
"4899","d5100","e5100","f5100"
"4898","d5101","e5101","f5101"
"4897","d5102","e5102","f5102"
"4896","d5103","e5103","f5103"
"4895","d5104","e5104","f5104"
"4894","d5105","e5105","f5105"
"4893","d5106","e5106","f5106"
"4892","d5107","e5107","f5107"
"4891","d5108","e5108","f5108"
"4890","d5109","e5109","f5109"
"4889","d5110","e5110","f5110"
"4888","d5111","e5111","f5111"
"4887","d5112","e5112","f5112"
"4886","d5113","e5113","f5113"
"4885","d5114","e5114","f5114"
"4884","d5115","e5115","f5115"
"4883","d5116","e5116","f5116"
"4882","d5117","e5117","f5117"
"4881","d5118","e5118","f5118"
"4880","d5119","e5119","f5119"
"4879","d5120","e5120","f5120"
"4878","d5121","e5121","f5121"
"4877","d5122","e5122","f5122"
"4876","d5123","e5123","f5123"
"4875","d5124","e5124","f5124"
"4874","d5125","e5125","f5125"
"4873","d5126","e5126","f5126"
"4872","d5127","e5127","f5127"
"4871","d5128","e5128","f5128"
"4870","d5129","e5129","f5129"
"4869","d5130","e5130","f5130"
"4868","d5131","e5131","f5131"
"4867","d5132","e5132","f5132"
"4866","d5133","e5133","f5133"
"4865","d5134","e5134","f5134"
"4864","d5135","e5135","f5135"
"4863","d5136","e5136","f5136"
"4862","d5137","e5137","f5137"
"4861","d5138","e5138","f5138"
"4860","d5139","e5139","f5139"
"4859","d5140","e5140","f5140"
"4858","d5141","e5141","f5141"
"4857","d5142","e5142","f5142"
"4856","d5143","e5143","f5143"
"4855","d5144","e5144","f5144"
"4854","d5145","e5145","f5145"
"4853","d5146","e5146","f5146"
"4852","d5147","e5147","f5147"
"4851","d5148","e5148","f5148"
"4850","d5149","e5149","f5149"
"4849","d5150","e5150","f5150"
"4848","d5151","e5151","f5151"
"4847","d5152","e5152","f5152"
"4846","d5153","e5153","f5153"
"4845","d5154","e5154","f5154"
"4844","d5155","e5155","f5155"
"4843","d5156","e5156","f5156"
"4842","d5157","e5157","f5157"
"4841","d5158","e5158","f5158"
"4840","d5159","e5159","f5159"
"4839","d5160","e5160","f5160"
"4838","d5161","e5161","f5161"
"4837","d5162","e5162","f5162"
"4836","d5163","e5163","f5163"
"4835","d5164","e5164","f5164"
"4834","d5165","e5165","f5165"
"4833","d5166","e5166","f5166"
"4832","d5167","e5167","f5167"
"4831","d5168","e5168","f5168"
"4830","d5169","e5169","f5169"
"4829","d5170","e5170","f5170"
"4828","d5171","e5171","f5171"
"4827","d5172","e5172","f5172"
"4826","d5173","e5173","f5173"
"4825","d5174","e5174","f5174"
"4824","d5175","e5175","f5175"
"4823","d5176","e5176","f5176"
"4822","d5177","e5177","f5177"
"4821","d5178","e5178","f5178"
"4820","d5179","e5179","f5179"
"4819","d5180","e5180","f5180"
"4818","d5181","e5181","f5181"
"4817","d5182","e5182","f5182"
"4816","d5183","e5183","f5183"
"4815","d5184","e5184","f5184"
"4814","d5185","e5185","f5185"
"4813","d5186","e5186","f5186"
"4812","d5187","e5187","f5187"
"4811","d5188","e5188","f5188"
"4810","d5189","e5189","f5189"
"4809","d5190","e5190","f5190"
"4808","d5191","e5191","f5191"
"4807","d5192","e5192","f5192"
"4806","d5193","e5193","f5193"
"4805","d5194","e5194","f5194"
"4804","d5195","e5195","f5195"
"4803","d5196","e5196","f5196"
"4802","d5197","e5197","f5197"
"4801","d5198","e5198","f5198"
"4800","d5199","e5199","f5199"
"4799","d5200","e5200","f5200"
"4798","d5201","e5201","f5201"
"4797","d5202","e5202","f5202"
"4796","d5203","e5203","f5203"
"4795","d5204","e5204","f5204"
"4794","d5205","e5205","f5205"
"4793","d5206","e5206","f5206"
"4792","d5207","e5207","f5207"
"4791","d5208","e5208","f5208"
"4790","d5209","e5209","f5209"
"4789","d5210","e5210","f5210"
"4788","d5211","e5211","f5211"
"4787","d5212","e5212","f5212"
"4786","d5213","e5213","f5213"
"4785","d5214","e5214","f5214"
"4784","d5215","e5215","f5215"
"4783","d5216","e5216","f5216"
"4782","d5217","e5217","f5217"
"4781","d5218","e5218","f5218"
"4780","d5219","e5219","f5219"
"4779","d5220","e5220","f5220"
"4778","d5221","e5221","f5221"
"4777","d5222","e5222","f5222"
"4776","d5223","e5223","f5223"
"4775","d5224","e5224","f5224"
"4774","d5225","e5225","f5225"
"4773","d5226","e5226","f5226"
"4772","d5227","e5227","f5227"
"4771","d5228","e5228","f5228"
"4770","d5229","e5229","f5229"
"4769","d5230","e5230","f5230"
"4768","d5231","e5231","f5231"
"4767","d5232","e5232","f5232"
"4766","d5233","e5233","f5233"
"4765","d5234","e5234","f5234"
"4764","d5235","e5235","f5235"
"4763","d5236","e5236","f5236"
"4762","d5237","e5237","f5237"
"4761","d5238","e5238","f5238"
"4760","d5239","e5239","f5239"
"4759","d5240","e5240","f5240"
"4758","d5241","e5241","f5241"
"4757","d5242","e5242","f5242"
"4756","d5243","e5243","f5243"
"4755","d5244","e5244","f5244"
"4754","d5245","e5245","f5245"
"4753","d5246","e5246","f5246"
"4752","d5247","e5247","f5247"
"4751","d5248","e5248","f5248"
"4750","d5249","e5249","f5249"
"4749","d5250","e5250","f5250"
"4748","d5251","e5251","f5251"
"4747","d5252","e5252","f5252"
"4746","d5253","e5253","f5253"
"4745","d5254","e5254","f5254"
"4744","d5255","e5255","f5255"
"4743","d5256","e5256","f5256"
"4742","d5257","e5257","f5257"
"4741","d5258","e5258","f5258"
"4740","d5259","e5259","f5259"
"4739","d5260","e5260","f5260"
"4738","d5261","e5261","f5261"
"4737","d5262","e5262","f5262"
"4736","d5263","e5263","f5263"
"4735","d5264","e5264","f5264"
"4734","d5265","e5265","f5265"
"4733","d5266","e5266","f5266"
"4732","d5267","e5267","f5267"
"4731","d5268","e5268","f5268"
"4730","d5269","e5269","f5269"
"4729","d5270","e5270","f5270"
"4728","d5271","e5271","f5271"
"4727","d5272","e5272","f5272"
"4726","d5273","e5273","f5273"
"4725","d5274","e5274","f5274"
"4724","d5275","e5275","f5275"
"4723","d5276","e5276","f5276"
"4722","d5277","e5277","f5277"
"4721","d5278","e5278","f5278"
"4720","d5279","e5279","f5279"
"4719","d5280","e5280","f5280"
"4718","d5281","e5281","f5281"
"4717","d5282","e5282","f5282"
"4716","d5283","e5283","f5283"
"4715","d5284","e5284","f5284"
"4714","d5285","e5285","f5285"
"4713","d5286","e5286","f5286"
"4712","d5287","e5287","f5287"
"4711","d5288","e5288","f5288"
"4710","d5289","e5289","f5289"
"4709","d5290","e5290","f5290"
"4708","d5291","e5291","f5291"
"4707","d5292","e5292","f5292"
"4706","d5293","e5293","f5293"
"4705","d5294","e5294","f5294"
"4704","d5295","e5295","f5295"
"4703","d5296","e5296","f5296"
"4702","d5297","e5297","f5297"
"4701","d5298","e5298","f5298"
"4700","d5299","e5299","f5299"
"4699","d5300","e5300","f5300"
"4698","d5301","e5301","f5301"
"4697","d5302","e5302","f5302"
"4696","d5303","e5303","f5303"
"4695","d5304","e5304","f5304"
"4694","d5305","e5305","f5305"
"4693","d5306","e5306","f5306"
"4692","d5307","e5307","f5307"
"4691","d5308","e5308","f5308"
"4690","d5309","e5309","f5309"
"4689","d5310","e5310","f5310"
"4688","d5311","e5311","f5311"
"4687","d5312","e5312","f5312"
"4686","d5313","e5313","f5313"
"4685","d5314","e5314","f5314"
"4684","d5315","e5315","f5315"
"4683","d5316","e5316","f5316"
"4682","d5317","e5317","f5317"
"4681","d5318","e5318","f5318"
"4680","d5319","e5319","f5319"
"4679","d5320","e5320","f5320"
"4678","d5321","e5321","f5321"
"4677","d5322","e5322","f5322"
"4676","d5323","e5323","f5323"
"4675","d5324","e5324","f5324"
"4674","d5325","e5325","f5325"
"4673","d5326","e5326","f5326"
"4672","d5327","e5327","f5327"
"4671","d5328","e5328","f5328"
"4670","d5329","e5329","f5329"
"4669","d5330","e5330","f5330"
"4668","d5331","e5331","f5331"
"4667","d5332","e5332","f5332"
"4666","d5333","e5333","f5333"
"4665","d5334","e5334","f5334"
"4664","d5335","e5335","f5335"
"4663","d5336","e5336","f5336"
"4662","d5337","e5337","f5337"
"4661","d5338","e5338","f5338"
"4660","d5339","e5339","f5339"
"4659","d5340","e5340","f5340"
"4658","d5341","e5341","f5341"
"4657","d5342","e5342","f5342"
"4656","d5343","e5343","f5343"
"4655","d5344","e5344","f5344"
"4654","d5345","e5345","f5345"
"4653","d5346","e5346","f5346"
"4652","d5347","e5347","f5347"
"4651","d5348","e5348","f5348"
"4650","d5349","e5349","f5349"
"4649","d5350","e5350","f5350"
"4648","d5351","e5351","f5351"
"4647","d5352","e5352","f5352"
"4646","d5353","e5353","f5353"
"4645","d5354","e5354","f5354"
"4644","d5355","e5355","f5355"
"4643","d5356","e5356","f5356"
"4642","d5357","e5357","f5357"
"4641","d5358","e5358","f5358"
"4640","d5359","e5359","f5359"
"4639","d5360","e5360","f5360"
"4638","d5361","e5361","f5361"
"4637","d5362","e5362","f5362"
"4636","d5363","e5363","f5363"
"4635","d5364","e5364","f5364"
"4634","d5365","e5365","f5365"
"4633","d5366","e5366","f5366"
"4632","d5367","e5367","f5367"
"4631","d5368","e5368","f5368"
"4630","d5369","e5369","f5369"
"4629","d5370","e5370","f5370"
"4628","d5371","e5371","f5371"
"4627","d5372","e5372","f5372"
"4626","d5373","e5373","f5373"
"4625","d5374","e5374","f5374"
"4624","d5375","e5375","f5375"
"4623","d5376","e5376","f5376"
"4622","d5377","e5377","f5377"
"4621","d5378","e5378","f5378"
"4620","d5379","e5379","f5379"
"4619","d5380","e5380","f5380"
"4618","d5381","e5381","f5381"
"4617","d5382","e5382","f5382"
"4616","d5383","e5383","f5383"
"4615","d5384","e5384","f5384"
"4614","d5385","e5385","f5385"
"4613","d5386","e5386","f5386"
"4612","d5387","e5387","f5387"
"4611","d5388","e5388","f5388"
"4610","d5389","e5389","f5389"
"4609","d5390","e5390","f5390"
"4608","d5391","e5391","f5391"
"4607","d5392","e5392","f5392"
"4606","d5393","e5393","f5393"
"4605","d5394","e5394","f5394"
"4604","d5395","e5395","f5395"
"4603","d5396","e5396","f5396"
"4602","d5397","e5397","f5397"
"4601","d5398","e5398","f5398"
"4600","d5399","e5399","f5399"
"4599","d5400","e5400","f5400"
"4598","d5401","e5401","f5401"
"4597","d5402","e5402","f5402"
"4596","d5403","e5403","f5403"
"4595","d5404","e5404","f5404"
"4594","d5405","e5405","f5405"
"4593","d5406","e5406","f5406"
"4592","d5407","e5407","f5407"
"4591","d5408","e5408","f5408"
"4590","d5409","e5409","f5409"
"4589","d5410","e5410","f5410"
"4588","d5411","e5411","f5411"
"4587","d5412","e5412","f5412"
"4586","d5413","e5413","f5413"
"4585","d5414","e5414","f5414"
"4584","d5415","e5415","f5415"
"4583","d5416","e5416","f5416"
"4582","d5417","e5417","f5417"
"4581","d5418","e5418","f5418"
"4580","d5419","e5419","f5419"
"4579","d5420","e5420","f5420"
"4578","d5421","e5421","f5421"
"4577","d5422","e5422","f5422"
"4576","d5423","e5423","f5423"
"4575","d5424","e5424","f5424"
"4574","d5425","e5425","f5425"
"4573","d5426","e5426","f5426"
"4572","d5427","e5427","f5427"
"4571","d5428","e5428","f5428"
"4570","d5429","e5429","f5429"
"4569","d5430","e5430","f5430"
"4568","d5431","e5431","f5431"
"4567","d5432","e5432","f5432"
"4566","d5433","e5433","f5433"
"4565","d5434","e5434","f5434"
"4564","d5435","e5435","f5435"
"4563","d5436","e5436","f5436"
"4562","d5437","e5437","f5437"
"4561","d5438","e5438","f5438"
"4560","d5439","e5439","f5439"
"4559","d5440","e5440","f5440"
"4558","d5441","e5441","f5441"
"4557","d5442","e5442","f5442"
"4556","d5443","e5443","f5443"
"4555","d5444","e5444","f5444"
"4554","d5445","e5445","f5445"
"4553","d5446","e5446","f5446"
"4552","d5447","e5447","f5447"
"4551","d5448","e5448","f5448"
"4550","d5449","e5449","f5449"
"4549","d5450","e5450","f5450"
"4548","d5451","e5451","f5451"
"4547","d5452","e5452","f5452"
"4546","d5453","e5453","f5453"
"4545","d5454","e5454","f5454"
"4544","d5455","e5455","f5455"
"4543","d5456","e5456","f5456"
"4542","d5457","e5457","f5457"
"4541","d5458","e5458","f5458"
"4540","d5459","e5459","f5459"
"4539","d5460","e5460","f5460"
"4538","d5461","e5461","f5461"
"4537","d5462","e5462","f5462"
"4536","d5463","e5463","f5463"
"4535","d5464","e5464","f5464"
"4534","d5465","e5465","f5465"
"4533","d5466","e5466","f5466"
"4532","d5467","e5467","f5467"
"4531","d5468","e5468","f5468"
"4530","d5469","e5469","f5469"
"4529","d5470","e5470","f5470"
"4528","d5471","e5471","f5471"
"4527","d5472","e5472","f5472"
"4526","d5473","e5473","f5473"
"4525","d5474","e5474","f5474"
"4524","d5475","e5475","f5475"
"4523","d5476","e5476","f5476"
"4522","d5477","e5477","f5477"
"4521","d5478","e5478","f5478"
"4520","d5479","e5479","f5479"
"4519","d5480","e5480","f5480"
"4518","d5481","e5481","f5481"
"4517","d5482","e5482","f5482"
"4516","d5483","e5483","f5483"
"4515","d5484","e5484","f5484"
"4514","d5485","e5485","f5485"
"4513","d5486","e5486","f5486"
"4512","d5487","e5487","f5487"
"4511","d5488","e5488","f5488"
"4510","d5489","e5489","f5489"
"4509","d5490","e5490","f5490"
"4508","d5491","e5491","f5491"
"4507","d5492","e5492","f5492"
"4506","d5493","e5493","f5493"
"4505","d5494","e5494","f5494"
"4504","d5495","e5495","f5495"
"4503","d5496","e5496","f5496"
"4502","d5497","e5497","f5497"
"4501","d5498","e5498","f5498"
"4500","d5499","e5499","f5499"
"4499","d5500","e5500","f5500"
"4498","d5501","e5501","f5501"
"4497","d5502","e5502","f5502"
"4496","d5503","e5503","f5503"
"4495","d5504","e5504","f5504"
"4494","d5505","e5505","f5505"
"4493","d5506","e5506","f5506"
"4492","d5507","e5507","f5507"
"4491","d5508","e5508","f5508"
"4490","d5509","e5509","f5509"
"4489","d5510","e5510","f5510"
"4488","d5511","e5511","f5511"
"4487","d5512","e5512","f5512"
"4486","d5513","e5513","f5513"
"4485","d5514","e5514","f5514"
"4484","d5515","e5515","f5515"
"4483","d5516","e5516","f5516"
"4482","d5517","e5517","f5517"
"4481","d5518","e5518","f5518"
"4480","d5519","e5519","f5519"
"4479","d5520","e5520","f5520"
"4478","d5521","e5521","f5521"
"4477","d5522","e5522","f5522"
"4476","d5523","e5523","f5523"
"4475","d5524","e5524","f5524"
"4474","d5525","e5525","f5525"
"4473","d5526","e5526","f5526"
"4472","d5527","e5527","f5527"
"4471","d5528","e5528","f5528"
"4470","d5529","e5529","f5529"
"4469","d5530","e5530","f5530"
"4468","d5531","e5531","f5531"
"4467","d5532","e5532","f5532"
"4466","d5533","e5533","f5533"
"4465","d5534","e5534","f5534"
"4464","d5535","e5535","f5535"
"4463","d5536","e5536","f5536"
"4462","d5537","e5537","f5537"
"4461","d5538","e5538","f5538"
"4460","d5539","e5539","f5539"
"4459","d5540","e5540","f5540"
"4458","d5541","e5541","f5541"
"4457","d5542","e5542","f5542"
"4456","d5543","e5543","f5543"
"4455","d5544","e5544","f5544"
"4454","d5545","e5545","f5545"
"4453","d5546","e5546","f5546"
"4452","d5547","e5547","f5547"
"4451","d5548","e5548","f5548"
"4450","d5549","e5549","f5549"
"4449","d5550","e5550","f5550"
"4448","d5551","e5551","f5551"
"4447","d5552","e5552","f5552"
"4446","d5553","e5553","f5553"
"4445","d5554","e5554","f5554"
"4444","d5555","e5555","f5555"
"4443","d5556","e5556","f5556"
"4442","d5557","e5557","f5557"
"4441","d5558","e5558","f5558"
"4440","d5559","e5559","f5559"
"4439","d5560","e5560","f5560"
"4438","d5561","e5561","f5561"
"4437","d5562","e5562","f5562"
"4436","d5563","e5563","f5563"
"4435","d5564","e5564","f5564"
"4434","d5565","e5565","f5565"
"4433","d5566","e5566","f5566"
"4432","d5567","e5567","f5567"
"4431","d5568","e5568","f5568"
"4430","d5569","e5569","f5569"
"4429","d5570","e5570","f5570"
"4428","d5571","e5571","f5571"
"4427","d5572","e5572","f5572"
"4426","d5573","e5573","f5573"
"4425","d5574","e5574","f5574"
"4424","d5575","e5575","f5575"
"4423","d5576","e5576","f5576"
"4422","d5577","e5577","f5577"
"4421","d5578","e5578","f5578"
"4420","d5579","e5579","f5579"
"4419","d5580","e5580","f5580"
"4418","d5581","e5581","f5581"
"4417","d5582","e5582","f5582"
"4416","d5583","e5583","f5583"
"4415","d5584","e5584","f5584"
"4414","d5585","e5585","f5585"
"4413","d5586","e5586","f5586"
"4412","d5587","e5587","f5587"
"4411","d5588","e5588","f5588"
"4410","d5589","e5589","f5589"
"4409","d5590","e5590","f5590"
"4408","d5591","e5591","f5591"
"4407","d5592","e5592","f5592"
"4406","d5593","e5593","f5593"
"4405","d5594","e5594","f5594"
"4404","d5595","e5595","f5595"
"4403","d5596","e5596","f5596"
"4402","d5597","e5597","f5597"
"4401","d5598","e5598","f5598"
"4400","d5599","e5599","f5599"
"4399","d5600","e5600","f5600"
"4398","d5601","e5601","f5601"
"4397","d5602","e5602","f5602"
"4396","d5603","e5603","f5603"
"4395","d5604","e5604","f5604"
"4394","d5605","e5605","f5605"
"4393","d5606","e5606","f5606"
"4392","d5607","e5607","f5607"
"4391","d5608","e5608","f5608"
"4390","d5609","e5609","f5609"
"4389","d5610","e5610","f5610"
"4388","d5611","e5611","f5611"
"4387","d5612","e5612","f5612"
"4386","d5613","e5613","f5613"
"4385","d5614","e5614","f5614"
"4384","d5615","e5615","f5615"
"4383","d5616","e5616","f5616"
"4382","d5617","e5617","f5617"
"4381","d5618","e5618","f5618"
"4380","d5619","e5619","f5619"
"4379","d5620","e5620","f5620"
"4378","d5621","e5621","f5621"
"4377","d5622","e5622","f5622"
"4376","d5623","e5623","f5623"
"4375","d5624","e5624","f5624"
"4374","d5625","e5625","f5625"
"4373","d5626","e5626","f5626"
"4372","d5627","e5627","f5627"
"4371","d5628","e5628","f5628"
"4370","d5629","e5629","f5629"
"4369","d5630","e5630","f5630"
"4368","d5631","e5631","f5631"
"4367","d5632","e5632","f5632"
"4366","d5633","e5633","f5633"
"4365","d5634","e5634","f5634"
"4364","d5635","e5635","f5635"
"4363","d5636","e5636","f5636"
"4362","d5637","e5637","f5637"
"4361","d5638","e5638","f5638"
"4360","d5639","e5639","f5639"
"4359","d5640","e5640","f5640"
"4358","d5641","e5641","f5641"
"4357","d5642","e5642","f5642"
"4356","d5643","e5643","f5643"
"4355","d5644","e5644","f5644"
"4354","d5645","e5645","f5645"
"4353","d5646","e5646","f5646"
"4352","d5647","e5647","f5647"
"4351","d5648","e5648","f5648"
"4350","d5649","e5649","f5649"
"4349","d5650","e5650","f5650"
"4348","d5651","e5651","f5651"
"4347","d5652","e5652","f5652"
"4346","d5653","e5653","f5653"
"4345","d5654","e5654","f5654"
"4344","d5655","e5655","f5655"
"4343","d5656","e5656","f5656"
"4342","d5657","e5657","f5657"
"4341","d5658","e5658","f5658"
"4340","d5659","e5659","f5659"
"4339","d5660","e5660","f5660"
"4338","d5661","e5661","f5661"
"4337","d5662","e5662","f5662"
"4336","d5663","e5663","f5663"
"4335","d5664","e5664","f5664"
"4334","d5665","e5665","f5665"
"4333","d5666","e5666","f5666"
"4332","d5667","e5667","f5667"
"4331","d5668","e5668","f5668"
"4330","d5669","e5669","f5669"
"4329","d5670","e5670","f5670"
"4328","d5671","e5671","f5671"
"4327","d5672","e5672","f5672"
"4326","d5673","e5673","f5673"
"4325","d5674","e5674","f5674"
"4324","d5675","e5675","f5675"
"4323","d5676","e5676","f5676"
"4322","d5677","e5677","f5677"
"4321","d5678","e5678","f5678"
"4320","d5679","e5679","f5679"
"4319","d5680","e5680","f5680"
"4318","d5681","e5681","f5681"
"4317","d5682","e5682","f5682"
"4316","d5683","e5683","f5683"
"4315","d5684","e5684","f5684"
"4314","d5685","e5685","f5685"
"4313","d5686","e5686","f5686"
"4312","d5687","e5687","f5687"
"4311","d5688","e5688","f5688"
"4310","d5689","e5689","f5689"
"4309","d5690","e5690","f5690"
"4308","d5691","e5691","f5691"
"4307","d5692","e5692","f5692"
"4306","d5693","e5693","f5693"
"4305","d5694","e5694","f5694"
"4304","d5695","e5695","f5695"
"4303","d5696","e5696","f5696"
"4302","d5697","e5697","f5697"
"4301","d5698","e5698","f5698"
"4300","d5699","e5699","f5699"
"4299","d5700","e5700","f5700"
"4298","d5701","e5701","f5701"
"4297","d5702","e5702","f5702"
"4296","d5703","e5703","f5703"
"4295","d5704","e5704","f5704"
"4294","d5705","e5705","f5705"
"4293","d5706","e5706","f5706"
"4292","d5707","e5707","f5707"
"4291","d5708","e5708","f5708"
"4290","d5709","e5709","f5709"
"4289","d5710","e5710","f5710"
"4288","d5711","e5711","f5711"
"4287","d5712","e5712","f5712"
"4286","d5713","e5713","f5713"
"4285","d5714","e5714","f5714"
"4284","d5715","e5715","f5715"
"4283","d5716","e5716","f5716"
"4282","d5717","e5717","f5717"
"4281","d5718","e5718","f5718"
"4280","d5719","e5719","f5719"
"4279","d5720","e5720","f5720"
"4278","d5721","e5721","f5721"
"4277","d5722","e5722","f5722"
"4276","d5723","e5723","f5723"
"4275","d5724","e5724","f5724"
"4274","d5725","e5725","f5725"
"4273","d5726","e5726","f5726"
"4272","d5727","e5727","f5727"
"4271","d5728","e5728","f5728"
"4270","d5729","e5729","f5729"
"4269","d5730","e5730","f5730"
"4268","d5731","e5731","f5731"
"4267","d5732","e5732","f5732"
"4266","d5733","e5733","f5733"
"4265","d5734","e5734","f5734"
"4264","d5735","e5735","f5735"
"4263","d5736","e5736","f5736"
"4262","d5737","e5737","f5737"
"4261","d5738","e5738","f5738"
"4260","d5739","e5739","f5739"
"4259","d5740","e5740","f5740"
"4258","d5741","e5741","f5741"
"4257","d5742","e5742","f5742"
"4256","d5743","e5743","f5743"
"4255","d5744","e5744","f5744"
"4254","d5745","e5745","f5745"
"4253","d5746","e5746","f5746"
"4252","d5747","e5747","f5747"
"4251","d5748","e5748","f5748"
"4250","d5749","e5749","f5749"
"4249","d5750","e5750","f5750"
"4248","d5751","e5751","f5751"
"4247","d5752","e5752","f5752"
"4246","d5753","e5753","f5753"
"4245","d5754","e5754","f5754"
"4244","d5755","e5755","f5755"
"4243","d5756","e5756","f5756"
"4242","d5757","e5757","f5757"
"4241","d5758","e5758","f5758"
"4240","d5759","e5759","f5759"
"4239","d5760","e5760","f5760"
"4238","d5761","e5761","f5761"
"4237","d5762","e5762","f5762"
"4236","d5763","e5763","f5763"
"4235","d5764","e5764","f5764"
"4234","d5765","e5765","f5765"
"4233","d5766","e5766","f5766"
"4232","d5767","e5767","f5767"
"4231","d5768","e5768","f5768"
"4230","d5769","e5769","f5769"
"4229","d5770","e5770","f5770"
"4228","d5771","e5771","f5771"
"4227","d5772","e5772","f5772"
"4226","d5773","e5773","f5773"
"4225","d5774","e5774","f5774"
"4224","d5775","e5775","f5775"
"4223","d5776","e5776","f5776"
"4222","d5777","e5777","f5777"
"4221","d5778","e5778","f5778"
"4220","d5779","e5779","f5779"
"4219","d5780","e5780","f5780"
"4218","d5781","e5781","f5781"
"4217","d5782","e5782","f5782"
"4216","d5783","e5783","f5783"
"4215","d5784","e5784","f5784"
"4214","d5785","e5785","f5785"
"4213","d5786","e5786","f5786"
"4212","d5787","e5787","f5787"
"4211","d5788","e5788","f5788"
"4210","d5789","e5789","f5789"
"4209","d5790","e5790","f5790"
"4208","d5791","e5791","f5791"
"4207","d5792","e5792","f5792"
"4206","d5793","e5793","f5793"
"4205","d5794","e5794","f5794"
"4204","d5795","e5795","f5795"
"4203","d5796","e5796","f5796"
"4202","d5797","e5797","f5797"
"4201","d5798","e5798","f5798"
"4200","d5799","e5799","f5799"
"4199","d5800","e5800","f5800"
"4198","d5801","e5801","f5801"
"4197","d5802","e5802","f5802"
"4196","d5803","e5803","f5803"
"4195","d5804","e5804","f5804"
